ID,Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento
100001823,Mujer,,28,secundaria,110103,empleado/a calificado/a / funcionario/a,0
100001824,Hombre,,23,secundaria,60825,desempleado/a / no calificado/a,0
100001825,Hombre,,35,secundaria,75100,desempleado/a / no calificado/a,0
100001826,Hombre,,28,secundaria,129327,empleado/a calificado/a / funcionario/a,0
100001827,Hombre,soltero/a,23,,95541,empleado/a calificado/a / funcionario/a,0
100001828,Mujer,,34,secundaria,112777,empleado/a calificado/a / funcionario/a,0
100001829,Hombre,,29,secundaria,51496,desempleado/a / no calificado/a,0
100001830,Hombre,soltero/a,35,secundaria,102781,empleado/a calificado/a / funcionario/a,0
100001831,Hombre,,32,secundaria,87494,desempleado/a / no calificado/a,0
100001832,Hombre,soltero/a,46,secundaria,72728,desempleado/a / no calificado/a,0
100001833,Hombre,,27,secundaria,114775,empleado/a calificado/a / funcionario/a,0
100001834,Hombre,,25,secundaria,124359,empleado/a calificado/a / funcionario/a,0
100001835,Hombre,,27,secundaria,101620,desempleado/a / no calificado/a,0
100001836,Hombre,,24,secundaria,87964,desempleado/a / no calificado/a,0
100001837,Hombre,soltero/a,33,,69523,desempleado/a / no calificado/a,0
100001838,Hombre,,24,secundaria,109486,empleado/a calificado/a / funcionario/a,0
100001839,Hombre,soltero/a,28,,77206,desempleado/a / no calificado/a,0
100001840,Hombre,soltero/a,35,secundaria,53608,desempleado/a / no calificado/a,0
100001841,Hombre,,30,secundaria,118677,empleado/a calificado/a / funcionario/a,0
100001842,Mujer,soltero/a,43,secundaria,116512,empleado/a calificado/a / funcionario/a,0
100001843,Mujer,,21,secundaria,114756,desempleado/a / no calificado/a,0
100001844,Hombre,,24,secundaria,65852,desempleado/a / no calificado/a,0
100001845,Mujer,soltero/a,34,secundaria,75626,desempleado/a / no calificado/a,0
100001846,Hombre,,26,secundaria,127455,empleado/a calificado/a / funcionario/a,0
100001847,Mujer,soltero/a,37,secundaria,107073,empleado/a calificado/a / funcionario/a,0
100001848,Hombre,,32,secundaria,82196,desempleado/a / no calificado/a,0
100001849,Hombre,,33,secundaria,106741,desempleado/a / no calificado/a,0
100001850,Mujer,,28,secundaria,94518,empleado/a calificado/a / funcionario/a,0
100001851,Hombre,,30,secundaria,114430,empleado/a calificado/a / funcionario/a,0
100001852,Hombre,,26,secundaria,57165,desempleado/a / no calificado/a,0
100001853,Hombre,soltero/a,25,,109610,desempleado/a / no calificado/a,0
100001854,Mujer,soltero/a,33,,113619,empleado/a calificado/a / funcionario/a,0
100001855,Hombre,,30,secundaria,93854,empleado/a calificado/a / funcionario/a,0
100001856,Hombre,,26,secundaria,129022,empleado/a calificado/a / funcionario/a,0
100001857,Mujer,,23,secundaria,66804,desempleado/a / no calificado/a,0
100001858,Mujer,,25,secundaria,62689,desempleado/a / no calificado/a,0
100001859,Hombre,soltero/a,40,secundaria,67619,desempleado/a / no calificado/a,0
100001860,Mujer,soltero/a,46,secundaria,113495,desempleado/a / no calificado/a,0
100001861,Hombre,,43,secundaria,48632,desempleado/a / no calificado/a,0
100001862,Hombre,,22,secundaria,107394,desempleado/a / no calificado/a,0
100001863,Mujer,,39,secundaria,72385,desempleado/a / no calificado/a,0
100001864,Hombre,,27,secundaria,115934,desempleado/a / no calificado/a,0
100001865,Mujer,soltero/a,40,secundaria,93183,desempleado/a / no calificado/a,0
100001866,Mujer,soltero/a,24,,63506,desempleado/a / no calificado/a,0
100001867,Hombre,soltero/a,52,secundaria,113619,empleado/a calificado/a / funcionario/a,0
100001868,Hombre,,30,secundaria,121399,desempleado/a / no calificado/a,0
100001869,Hombre,,34,secundaria,78281,desempleado/a / no calificado/a,0
100001870,Hombre,soltero/a,38,secundaria,103926,empleado/a calificado/a / funcionario/a,0
100001871,Mujer,,39,secundaria,89097,desempleado/a / no calificado/a,0
100001872,Hombre,soltero/a,29,,80852,desempleado/a / no calificado/a,0
100001873,Mujer,,25,secundaria,65207,desempleado/a / no calificado/a,0
100001874,Hombre,,35,secundaria,93495,desempleado/a / no calificado/a,0
100001875,Mujer,soltero/a,53,secundaria,121970,desempleado/a / no calificado/a,0
100001876,Mujer,soltero/a,26,,62027,desempleado/a / no calificado/a,0
100001877,Mujer,soltero/a,33,secundaria,88602,desempleado/a / no calificado/a,0
100001878,Mujer,,29,secundaria,89914,desempleado/a / no calificado/a,0
100001879,Mujer,soltero/a,39,secundaria,83342,desempleado/a / no calificado/a,0
100001880,Mujer,soltero/a,29,,103439,empleado/a calificado/a / funcionario/a,0
100001881,Mujer,soltero/a,26,,115451,empleado/a calificado/a / funcionario/a,0
100001882,Mujer,soltero/a,24,,68250,desempleado/a / no calificado/a,0
100001883,Hombre,,21,secundaria,113630,desempleado/a / no calificado/a,0
100001884,Hombre,,26,secundaria,125880,empleado/a calificado/a / funcionario/a,0
100001885,Hombre,,20,secundaria,91177,desempleado/a / no calificado/a,0
100001886,Hombre,soltero/a,35,secundaria,73266,desempleado/a / no calificado/a,0
100001887,Hombre,,24,secundaria,69021,desempleado/a / no calificado/a,0
100001888,Hombre,soltero/a,40,secundaria,122593,empleado/a calificado/a / funcionario/a,0
100001889,Hombre,soltero/a,44,secundaria,122180,empleado/a calificado/a / funcionario/a,0
100001890,Mujer,soltero/a,29,,75160,desempleado/a / no calificado/a,0
100001891,Hombre,,39,secundaria,81973,desempleado/a / no calificado/a,0
100001892,Hombre,,35,secundaria,92194,desempleado/a / no calificado/a,0
100001893,Mujer,soltero/a,42,secundaria,107380,desempleado/a / no calificado/a,0
100001894,Hombre,soltero/a,32,secundaria,98023,empleado/a calificado/a / funcionario/a,0
100001895,Mujer,soltero/a,48,secundaria,94868,desempleado/a / no calificado/a,0
100001896,Mujer,soltero/a,26,,83442,desempleado/a / no calificado/a,0
100001897,Hombre,,26,secundaria,109887,empleado/a calificado/a / funcionario/a,0
100001898,Mujer,soltero/a,42,secundaria,98876,desempleado/a / no calificado/a,0
100001899,Mujer,soltero/a,48,secundaria,94962,desempleado/a / no calificado/a,0
100001900,Hombre,,42,secundaria,130740,empleado/a calificado/a / funcionario/a,0
100001901,Hombre,,27,secundaria,94095,desempleado/a / no calificado/a,0
100001902,Hombre,,37,secundaria,95071,desempleado/a / no calificado/a,0
100001903,Mujer,soltero/a,33,,117308,empleado/a calificado/a / funcionario/a,0
100001904,Mujer,soltero/a,33,secundaria,112093,empleado/a calificado/a / funcionario/a,0
100001905,Hombre,soltero/a,37,secundaria,123893,empleado/a calificado/a / funcionario/a,0
100001906,Hombre,,31,secundaria,80189,desempleado/a / no calificado/a,0
100001907,Mujer,soltero/a,39,secundaria,124089,empleado/a calificado/a / funcionario/a,0
100001908,Hombre,soltero/a,40,secundaria,82673,desempleado/a / no calificado/a,0
100001909,Hombre,,28,secundaria,88858,desempleado/a / no calificado/a,0
100001910,Hombre,,26,secundaria,80540,desempleado/a / no calificado/a,0
100001911,Hombre,,24,secundaria,84228,desempleado/a / no calificado/a,0
100001912,Mujer,soltero/a,40,secundaria,103963,empleado/a calificado/a / funcionario/a,0
100001913,Hombre,,29,secundaria,102397,empleado/a calificado/a / funcionario/a,0
100001914,Mujer,soltero/a,43,secundaria,111563,empleado/a calificado/a / funcionario/a,0
100001915,Mujer,soltero/a,23,,88260,desempleado/a / no calificado/a,0
100001916,Hombre,soltero/a,34,secundaria,114767,empleado/a calificado/a / funcionario/a,0
100001917,Hombre,,42,secundaria,113275,empleado/a calificado/a / funcionario/a,0
100001918,Hombre,,33,secundaria,104755,empleado/a calificado/a / funcionario/a,0
100001919,Hombre,,32,secundaria,120525,empleado/a calificado/a / funcionario/a,0
100001920,Hombre,,26,secundaria,96082,desempleado/a / no calificado/a,0
100001921,Hombre,,23,secundaria,87227,desempleado/a / no calificado/a,0
100001922,Hombre,,26,secundaria,69333,desempleado/a / no calificado/a,0
100001923,Hombre,,27,secundaria,87777,desempleado/a / no calificado/a,0
100001924,Mujer,soltero/a,24,,70978,desempleado/a / no calificado/a,0
100001925,Mujer,soltero/a,27,,104196,desempleado/a / no calificado/a,0
100001926,Hombre,,26,secundaria,97551,empleado/a calificado/a / funcionario/a,0
100001927,Hombre,soltero/a,42,secundaria,78979,desempleado/a / no calificado/a,0
100001928,Hombre,soltero/a,37,secundaria,82500,desempleado/a / no calificado/a,0
100001929,Hombre,,26,secundaria,86306,desempleado/a / no calificado/a,0
100001930,Hombre,,24,secundaria,78762,desempleado/a / no calificado/a,0
100001931,Hombre,soltero/a,39,secundaria,125543,empleado/a calificado/a / funcionario/a,0
100001932,Mujer,soltero/a,26,,70336,desempleado/a / no calificado/a,0
100001933,Mujer,,35,secundaria,112975,empleado/a calificado/a / funcionario/a,0
100001934,Mujer,soltero/a,38,secundaria,96681,desempleado/a / no calificado/a,0
100001935,Hombre,,24,secundaria,98922,empleado/a calificado/a / funcionario/a,0
100001936,Hombre,soltero/a,26,,109250,empleado/a calificado/a / funcionario/a,0
100001937,Mujer,soltero/a,25,,108960,desempleado/a / no calificado/a,0
100001938,Mujer,soltero/a,40,secundaria,71302,desempleado/a / no calificado/a,0
100001939,Hombre,soltero/a,48,secundaria,107757,desempleado/a / no calificado/a,0
100001940,Hombre,,22,secundaria,111600,empleado/a calificado/a / funcionario/a,0
100001941,Hombre,,25,secundaria,102974,empleado/a calificado/a / funcionario/a,0
100001942,Mujer,,24,secundaria,63442,desempleado/a / no calificado/a,0
100001943,Mujer,soltero/a,39,secundaria,118913,desempleado/a / no calificado/a,0
100001944,Mujer,soltero/a,39,secundaria,80987,desempleado/a / no calificado/a,0
100001945,Hombre,,21,secundaria,68790,desempleado/a / no calificado/a,0
100001946,Hombre,soltero/a,27,,86462,desempleado/a / no calificado/a,0
100001947,Mujer,soltero/a,40,secundaria,76881,desempleado/a / no calificado/a,0
100001948,Hombre,,37,secundaria,107409,empleado/a calificado/a / funcionario/a,0
100001949,Hombre,soltero/a,42,secundaria,69114,desempleado/a / no calificado/a,0
100001950,Hombre,,31,secundaria,119167,empleado/a calificado/a / funcionario/a,0
100001951,Hombre,,31,secundaria,102018,empleado/a calificado/a / funcionario/a,0
100001952,Mujer,soltero/a,30,,97680,empleado/a calificado/a / funcionario/a,0
100001953,Hombre,soltero/a,23,,65062,desempleado/a / no calificado/a,0
100001954,Mujer,soltero/a,33,,118144,empleado/a calificado/a / funcionario/a,0
100001955,Hombre,,37,secundaria,124548,empleado/a calificado/a / funcionario/a,0
100001956,Hombre,soltero/a,29,,85637,desempleado/a / no calificado/a,0
100001957,Hombre,soltero/a,31,secundaria,113108,empleado/a calificado/a / funcionario/a,0
100001958,Mujer,soltero/a,39,secundaria,93554,desempleado/a / no calificado/a,0
100001959,Hombre,,33,secundaria,42516,desempleado/a / no calificado/a,0
100001960,Mujer,,26,secundaria,72429,desempleado/a / no calificado/a,0
100001961,Hombre,,27,secundaria,110154,empleado/a calificado/a / funcionario/a,0
100001962,Hombre,soltero/a,20,,60965,desempleado/a / no calificado/a,0
100001963,Hombre,,27,secundaria,100618,desempleado/a / no calificado/a,0
100001964,Hombre,,26,secundaria,71021,desempleado/a / no calificado/a,0
100001965,Mujer,soltero/a,40,secundaria,94189,desempleado/a / no calificado/a,0
100001966,Mujer,soltero/a,24,,44742,desempleado/a / no calificado/a,0
100001967,Hombre,,22,secundaria,103201,empleado/a calificado/a / funcionario/a,0
100001968,Hombre,,24,secundaria,62335,desempleado/a / no calificado/a,0
100001969,Hombre,soltero/a,27,,103787,empleado/a calificado/a / funcionario/a,0
100001970,Mujer,soltero/a,35,secundaria,99401,empleado/a calificado/a / funcionario/a,0
100001971,Mujer,,27,secundaria,105197,empleado/a calificado/a / funcionario/a,0
100001972,Hombre,,25,secundaria,115566,desempleado/a / no calificado/a,0
100001973,Hombre,,34,secundaria,125843,desempleado/a / no calificado/a,0
100001974,Hombre,soltero/a,24,,67936,desempleado/a / no calificado/a,0
100001975,Hombre,soltero/a,34,secundaria,120863,empleado/a calificado/a / funcionario/a,0
100001976,Mujer,soltero/a,42,secundaria,77317,desempleado/a / no calificado/a,0
100001977,Hombre,soltero/a,38,secundaria,84653,desempleado/a / no calificado/a,0
100001978,Mujer,soltero/a,42,secundaria,81606,desempleado/a / no calificado/a,0
100001979,Hombre,soltero/a,35,secundaria,113380,desempleado/a / no calificado/a,0
100001980,Hombre,,27,secundaria,100644,empleado/a calificado/a / funcionario/a,0
100001981,Mujer,soltero/a,25,,64037,desempleado/a / no calificado/a,0
100001982,Hombre,,23,secundaria,101350,empleado/a calificado/a / funcionario/a,0
100001983,Hombre,,34,secundaria,126334,empleado/a calificado/a / funcionario/a,0
100001984,Hombre,,28,secundaria,130877,empleado/a calificado/a / funcionario/a,0
100001985,Mujer,soltero/a,21,,103470,empleado/a calificado/a / funcionario/a,0
100001986,Hombre,soltero/a,32,,114588,empleado/a calificado/a / funcionario/a,0
100001987,Hombre,,21,secundaria,120682,empleado/a calificado/a / funcionario/a,0
100001988,Mujer,soltero/a,25,,66628,desempleado/a / no calificado/a,0
100001989,Hombre,,35,secundaria,124447,desempleado/a / no calificado/a,0
100001990,Hombre,,25,secundaria,106567,desempleado/a / no calificado/a,0
100001991,Hombre,,31,secundaria,78758,desempleado/a / no calificado/a,0
100001992,Mujer,soltero/a,54,secundaria,128537,empleado/a calificado/a / funcionario/a,0
100001993,Hombre,soltero/a,51,secundaria,101074,desempleado/a / no calificado/a,0
100001994,Hombre,soltero/a,38,secundaria,87670,desempleado/a / no calificado/a,0
100001995,Mujer,soltero/a,45,secundaria,113414,empleado/a calificado/a / funcionario/a,0
100001996,Hombre,soltero/a,47,secundaria,123525,desempleado/a / no calificado/a,0
100001997,Hombre,,27,secundaria,117744,empleado/a calificado/a / funcionario/a,0
100001998,Mujer,soltero/a,31,,86400,desempleado/a / no calificado/a,0
100001999,Hombre,,24,secundaria,97968,desempleado/a / no calificado/a,0
100002000,Mujer,soltero/a,25,,68416,desempleado/a / no calificado/a,0
