Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento,Ingreso mensual,Nivel socioeconomico,Descripción NSE
0,0,28,1,69588,1,0,5799,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,109547,4,1,9128,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,37,1,78840,1,0,6570,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,26,1,131122,4,0,10926,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,115403,4,1,9616,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,49,3,110291,4,2,9190,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,64811,1,0,5400,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,86015,1,0,7167,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,142438,4,2,11869,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,55,1,159303,4,1,13275,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,32,1,104957,4,1,8746,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,74,3,89502,1,0,7458,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,39,1,121313,4,1,10109,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,98102,4,0,8175,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,94554,4,1,7879,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,59,3,162591,4,1,13549,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,24,1,106629,4,2,8885,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,70400,1,0,5866,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,30,1,235660,4,2,19638,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,27,1,121747,4,2,10145,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,85060,1,0,7088,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,87630,1,0,7302,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,31,1,119673,4,0,9972,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,126060,4,2,10505,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,63,3,96145,1,0,8012,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,114830,4,0,9569,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,194461,4,2,16205,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,36,1,150158,4,2,12513,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,52,1,136323,4,2,11360,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,66,3,111858,1,0,9321,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,100198,4,0,8349,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,123452,4,2,10287,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,120723,4,1,10060,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,215639,4,1,17969,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,67,1,166712,4,1,13892,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,25,1,136300,4,1,11358,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,60,3,166988,4,2,13915,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,31,1,77265,1,0,6438,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,85967,1,0,7163,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,60,3,212020,4,0,17668,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,35,1,126054,1,0,10504,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,144589,4,0,12049,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,116723,4,1,9726,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,1,168637,4,1,14053,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,27,1,139119,4,1,11593,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,39,3,118610,4,2,9884,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,183312,4,2,15276,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,27,1,96323,4,0,8026,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,51,3,149510,4,2,12459,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,141922,4,2,11826,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,120233,4,0,10019,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,51,1,172790,4,1,14399,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,22,1,66720,1,0,5560,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,54,3,113024,4,1,9418,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,51791,1,0,4315,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,54,1,118408,4,2,9867,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,48,3,101616,1,0,8468,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,127250,4,0,10604,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,97290,4,0,8107,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,106970,1,0,8914,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,168147,4,2,14012,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,26,1,68468,1,0,5705,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,65,3,120780,4,2,10065,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,55,1,231992,4,2,19332,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,26,1,53903,1,0,4491,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,26,1,101511,4,2,8459,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,69046,1,0,5753,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,24,1,171584,4,1,14298,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,54,1,132367,4,2,11030,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,46,1,134433,4,2,11202,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,54,3,190518,4,0,15876,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,62,3,152367,4,1,12697,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,101157,4,1,8429,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,3,279593,4,2,23299,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,26,1,96716,4,2,8059,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,95171,4,0,7930,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,129162,4,2,10763,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,118742,4,0,9895,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,1,74511,1,0,6209,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,35,1,157272,4,1,13106,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,30,1,102374,4,0,8531,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,33,1,131492,4,0,10957,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,128702,4,2,10725,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,1,177509,4,2,14792,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,38,1,163451,4,1,13620,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,44,1,144900,4,1,12075,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,97115,4,2,8092,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,196568,4,2,16380,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,42,3,158405,4,0,13200,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,25,1,97376,1,0,8114,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,48,1,108678,4,1,9056,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,21,1,92351,4,0,7695,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,61211,1,0,5100,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,63,3,138644,4,0,11553,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,46,3,124824,4,2,10402,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,132852,4,0,11071,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,81069,1,0,6755,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,104094,4,2,8674,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,1,114853,4,0,9571,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,1,130344,4,2,10862,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,135090,4,0,11257,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,68,3,179151,4,2,14929,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,28,1,97390,4,1,8115,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,59,3,120160,4,0,10013,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,57,3,82277,1,0,6856,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,33,1,110844,4,2,9237,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,1,133105,4,0,11092,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,102042,4,0,8503,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,69370,1,0,5780,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,45,1,200298,4,1,16691,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,33,1,117039,4,2,9753,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,3,107585,4,2,8965,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,114429,4,0,9535,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,128234,4,2,10686,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,128580,4,2,10715,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,177757,4,1,14813,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,28,1,106222,4,0,8851,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,118428,4,2,9869,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,139477,1,0,11623,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,71159,1,0,5929,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,20,1,131370,4,2,10947,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,111567,4,2,9297,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,125482,4,2,10456,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,160642,4,2,13386,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,24,1,92498,4,0,7708,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,3,199711,4,2,16642,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,46,1,127588,4,2,10632,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,107508,4,2,8959,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,94629,4,2,7885,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,87598,1,2,7299,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,3,161194,4,1,13432,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,36,1,137342,4,2,11445,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,116848,4,1,9737,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,125190,4,1,10432,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,153441,4,0,12786,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,195328,4,2,16277,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,48,3,190413,4,0,15867,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
